Business_ID,Business_Name,Category,Area,Rating,Reviews,Price_Range,Delivery_Time_Minutes,Monthly_Online_Orders,Date_Added,Monthly_Customers,Avg_Order_Value,Monthly_Sales,Delivery_Rating,Is_Active,Staff_Count
BIZ7990,SpiceHub Cafe,Electronics,Camp,2.6,1192,Medium,,,02-11-2023,8129,467,0,,Yes,23
BIZ7991,Kalyani Cafe,Auto Repair,Sinhagad Road,3.9,570,Low,40,1768,20-06-2024,6170,772,1364896,4.2,No,23
BIZ7992,FixIt Electronics,Salon,Nigdi,5,40,Medium,,58,18-08-2023,246,720,41760,,Yes,12
BIZ7993,GlowUp Salon,Salon,Yerwada,2.7,845,Low,,96,19-12-2024,7027,448,43008,,No,11
BIZ7994,Durga Auto Repair,Bakery,Camp,3.2,636,Low,,,15-02-2023,2298,531,0,,No,20
BIZ7995,BakersPoint Cafe,Grocery,Pashan,5,1078,Medium,56,1219,01-09-2024,3843,576,702144,3.7,Yes,14
BIZ7996,FixIt Cafe,Clothing,Magarpatta,4.7,1072,High,44,,16-07-2024,2017,579,0,4.3,Yes,25
BIZ7997,Kalyani Salon,Auto Repair,Viman Nagar,3.6,322,Medium,51,,19-12-2023,4100,371,0,2.9,No,23
BIZ7998,FixIt Restaurant,Bakery,Karve Nagar,4.9,1374,Low,,,15-09-2023,2605,652,0,,No,17
BIZ7999,FixIt Restaurant,Grocery,Swargate,3.7,902,Low,58,,26-03-2024,8334,435,0,3.6,No,3
BIZ8000,GlowUp Restaurant,Cafe,Hadapsar,4.8,119,Low,,958,23-10-2023,5522,477,456966,,Yes,22
BIZ8001,BakersPoint Bakery,Salon,Pashan,3.4,349,Medium,,1120,03-01-2023,2855,310,347200,,Yes,12
BIZ8002,GlowUp Auto Repair,Grocery,Aundh,3.3,1217,Low,,,28-01-2023,7293,725,0,,No,22
BIZ8003,SpiceHub Clothing,Clothing,Swargate,4.7,186,Low,52,,15-09-2023,9326,477,0,3.3,No,15
BIZ8004,Tandoor Trails Salon,Clothing,Swargate,4.8,1186,High,59,,17-06-2024,6632,683,0,4.3,Yes,5
BIZ8005,Kalyani Restaurant,Bakery,Magarpatta,2.7,1326,High,46,,11-12-2023,506,778,0,4.4,Yes,13
BIZ8006,ChaiVilla Restaurant,Auto Repair,Camp,2.7,1211,High,,,16-12-2023,9604,250,0,,No,3
BIZ8007,GlowUp Restaurant,Grocery,Hinjewadi,4.3,1401,Medium,,1994,26-05-2024,9198,761,1517434,,Yes,11
BIZ8008,Tandoor Trails Clothing,Bakery,Viman Nagar,4.1,509,Low,,,06-02-2024,266,523,0,,Yes,14
BIZ8009,Durga Clothing,Salon,Pashan,2.8,1229,Low,,1715,23-07-2023,6188,546,936390,,Yes,3
BIZ8010,SmartBuy Restaurant,Auto Repair,Deccan,2.8,125,Low,34,301,08-06-2024,9903,691,207991,5,Yes,14
BIZ8011,Durga Clothing,Salon,Hadapsar,2.8,720,Low,,,04-09-2024,3251,404,0,,No,23
BIZ8012,BakersPoint Bakery,Restaurant,Magarpatta,4.9,389,Low,53,,27-08-2023,4592,719,0,4.8,Yes,19
BIZ8013,Durga Cafe,Bakery,Bibwewadi,3.5,1456,High,28,773,29-10-2023,159,798,616854,2.6,Yes,23
BIZ8014,ChaiVilla Auto Repair,Grocery,Kothrud,4.5,850,Low,,1063,17-05-2023,9685,457,485791,,Yes,3
BIZ8015,Kalyani Grocery,Electronics,Kharadi,3.6,137,Medium,,977,18-11-2024,408,539,526603,,Yes,16
BIZ8016,GlowUp Salon,Bakery,Bibwewadi,4.5,1487,Low,,1323,06-10-2024,1119,687,908901,,Yes,16
BIZ8017,BakersPoint Auto Repair,Clothing,Baner,2.5,1022,Low,53,,20-12-2024,9642,404,0,4.8,Yes,10
BIZ8018,Tandoor Trails Salon,Grocery,Camp,4.4,1439,Medium,,,10-05-2024,4318,552,0,,No,15
BIZ8019,ChaiVilla Grocery,Restaurant,Shivaji Nagar,2.6,515,High,,247,27-11-2024,5556,453,111891,,Yes,19
BIZ8020,FixIt Bakery,Clothing,Karve Nagar,4.6,1377,High,21,,12-02-2024,306,501,0,4.8,No,14
BIZ8021,Kalyani Cafe,Bakery,Kharadi,2.7,1494,Medium,57,,02-06-2024,3831,772,0,4.5,Yes,9
BIZ8022,GlowUp Grocery,Bakery,Koregaon Park,4.3,116,Low,,252,07-06-2024,2290,308,77616,,Yes,12
BIZ8023,SmartBuy Bakery,Auto Repair,Yerwada,2.9,1476,Low,,,04-06-2023,485,542,0,,Yes,17
BIZ8024,GlowUp Bakery,Grocery,Magarpatta,4.6,1495,Low,,,10-10-2024,2249,305,0,,No,24
BIZ8025,Tandoor Trails Restaurant,Electronics,Bibwewadi,3.5,742,High,,1114,27-02-2024,5113,717,798738,,No,12
BIZ8026,GlowUp Salon,Salon,Deccan,3.7,1188,High,20,,13-08-2023,2581,242,0,3.2,No,7
BIZ8027,FreshMart Salon,Bakery,Deccan,4.2,1250,High,51,953,21-04-2023,8121,254,242062,4.5,No,23
BIZ8028,BakersPoint Cafe,Grocery,Koregaon Park,3,167,Medium,,,27-10-2024,5204,750,0,,Yes,25
BIZ8029,GlowUp Restaurant,Electronics,Deccan,2.9,1300,Medium,32,885,14-12-2024,9757,342,302670,2.2,Yes,25
BIZ8030,ChaiVilla Electronics,Restaurant,Hadapsar,2.7,495,Medium,,1323,16-04-2024,1359,393,519939,,Yes,9
BIZ8031,SmartBuy Grocery,Clothing,Sinhagad Road,3.5,669,Medium,,1057,07-01-2024,6060,332,350924,,No,7
BIZ8032,SpiceHub Salon,Grocery,Bibwewadi,2.9,631,High,33,,29-01-2024,5189,476,0,4.7,No,22
BIZ8033,FreshMart Salon,Auto Repair,Bibwewadi,3.3,352,Low,39,1039,24-05-2023,1879,530,550670,3.6,No,20
BIZ8034,FreshMart Cafe,Electronics,Viman Nagar,4.9,1012,Low,,,31-08-2023,4639,445,0,,Yes,13
BIZ8035,GlowUp Restaurant,Restaurant,Shivaji Nagar,2.9,648,High,43,,21-09-2023,9034,404,0,4.2,Yes,19
BIZ8036,Durga Auto Repair,Electronics,Deccan,3.8,1154,Medium,46,,01-12-2023,3894,367,0,3.2,No,23
BIZ8037,SmartBuy Bakery,Electronics,Camp,3.5,279,High,50,873,06-06-2023,3088,763,666099,2.2,No,15
BIZ8038,BakersPoint Grocery,Electronics,Nigdi,4,386,Medium,,832,29-09-2023,1606,179,148928,,Yes,20
BIZ8039,Kalyani Restaurant,Restaurant,Pashan,2.6,954,Low,,1802,20-06-2024,9498,304,547808,,Yes,3
BIZ8040,FixIt Salon,Salon,Karve Nagar,3.5,1343,Low,,,29-07-2024,6095,660,0,,Yes,14
BIZ8041,SmartBuy Clothing,Auto Repair,Deccan,2.9,999,Low,,,20-06-2023,9129,277,0,,No,4
BIZ8042,SpiceHub Cafe,Restaurant,Shivaji Nagar,3.9,491,High,,,30-01-2024,5398,741,0,,Yes,15
BIZ8043,Kalyani Grocery,Restaurant,Kharadi,3.2,1338,Medium,30,698,25-05-2023,2160,421,293858,4.9,Yes,18
BIZ8044,FixIt Grocery,Grocery,Koregaon Park,2.6,1411,Medium,,405,22-01-2024,4082,409,165645,,Yes,5
BIZ8045,BakersPoint Auto Repair,Auto Repair,Nigdi,3.9,880,Medium,,,19-06-2024,1090,406,0,,No,17
BIZ8046,ChaiVilla Clothing,Clothing,Nigdi,3.5,299,Medium,,119,11-03-2024,4895,696,82824,,No,23
BIZ8047,Durga Auto Repair,Salon,Yerwada,3.3,757,Medium,,,03-11-2023,1493,471,0,,No,12
BIZ8048,SmartBuy Cafe,Bakery,Magarpatta,2.7,487,High,,,14-01-2024,7004,313,0,,No,5
BIZ8049,BakersPoint Salon,Auto Repair,Baner,4.8,1098,Low,47,1290,08-11-2024,595,688,887520,2.9,No,14
BIZ8050,Kalyani Electronics,Electronics,Yerwada,2.6,220,Medium,,648,31-07-2024,4178,415,268920,,No,20
BIZ8051,GlowUp Auto Repair,Bakery,Aundh,3.9,375,Medium,,,03-06-2023,9496,489,0,,No,19
BIZ8052,Kalyani Grocery,Electronics,Nigdi,4.8,1154,Low,,,08-04-2023,2437,663,0,,No,22
BIZ8053,BakersPoint Clothing,Cafe,Baner,3.7,829,Medium,,1897,02-12-2023,8257,318,603246,,Yes,6
BIZ8054,ChaiVilla Salon,Bakery,Sinhagad Road,2.9,1327,High,,,29-09-2023,5085,283,0,,Yes,9
BIZ8055,Tandoor Trails Cafe,Salon,Shivaji Nagar,3.9,140,Medium,,1035,21-09-2024,5134,448,463680,,No,4
BIZ8056,ChaiVilla Salon,Electronics,Deccan,3.3,1094,High,37,172,20-05-2023,8570,641,110252,5,No,16
BIZ8057,FixIt Auto Repair,Auto Repair,Hadapsar,5,985,Medium,42,396,14-06-2024,6997,570,225720,3.9,Yes,23
BIZ8058,Durga Restaurant,Salon,Pashan,2.6,1263,Low,,1371,09-06-2024,3983,453,621063,,No,15
BIZ8059,Durga Auto Repair,Electronics,Magarpatta,3.9,1467,Low,35,,11-09-2023,2791,609,0,4.8,Yes,19
BIZ8060,Kalyani Restaurant,Salon,Shivaji Nagar,3.1,626,High,,,07-08-2024,382,374,0,,No,12
BIZ8061,SmartBuy Salon,Restaurant,Baner,4.4,101,Medium,21,,29-02-2024,8855,638,0,4.6,No,2
BIZ8062,Kalyani Cafe,Cafe,Sinhagad Road,4,526,Medium,21,,18-10-2023,6121,270,0,2.1,No,21
BIZ8063,FreshMart Grocery,Grocery,Karve Nagar,4.6,480,Low,60,,31-03-2023,7661,280,0,3.8,No,11
BIZ8064,FreshMart Salon,Clothing,Aundh,3,1415,Medium,,,13-12-2024,3614,384,0,,No,5
BIZ8065,Durga Grocery,Clothing,Shivaji Nagar,4.5,1092,High,,1366,23-06-2023,8683,606,827796,,Yes,11
BIZ8066,ChaiVilla Clothing,Grocery,Hadapsar,4.2,259,Low,59,,24-03-2024,9752,420,0,2.8,No,25
BIZ8067,FixIt Auto Repair,Auto Repair,Magarpatta,3,684,Medium,,1004,24-08-2024,1051,664,666656,,No,12
BIZ8068,Durga Electronics,Restaurant,Bibwewadi,3.6,966,Low,28,1404,07-01-2024,466,681,956124,2.5,Yes,20
BIZ8069,Tandoor Trails Salon,Restaurant,Koregaon Park,4,126,High,59,,27-04-2024,115,154,0,2.5,No,14
BIZ8070,GlowUp Auto Repair,Clothing,Aundh,3.5,877,High,46,1477,20-07-2024,4038,256,378112,3.1,No,14
BIZ8071,SmartBuy Clothing,Bakery,Wakad,3.4,175,High,,206,23-12-2023,7283,783,161298,,Yes,24
BIZ8072,ChaiVilla Grocery,Electronics,Deccan,2.6,1287,Medium,60,797,07-10-2023,2556,744,592968,2.2,Yes,17
BIZ8073,SpiceHub Restaurant,Bakery,Bibwewadi,4.9,362,Low,,,24-09-2024,9473,587,0,,No,16
BIZ8074,Kalyani Auto Repair,Grocery,Baner,4.8,881,Low,26,,22-04-2024,7272,173,0,3.1,No,23
BIZ8075,FixIt Clothing,Auto Repair,Sinhagad Road,4.1,1490,High,,728,20-09-2023,8038,743,540904,,Yes,14
BIZ8076,FreshMart Clothing,Electronics,Pashan,2.7,1004,Medium,42,,21-05-2023,4129,699,0,2,Yes,19
BIZ8077,FreshMart Clothing,Restaurant,Wakad,3.6,1211,High,,877,05-10-2023,1385,312,273624,,Yes,12
BIZ8078,SpiceHub Bakery,Clothing,Deccan,3.8,1032,Low,58,276,20-05-2024,9256,416,114816,3.3,No,16
BIZ8079,GlowUp Grocery,Grocery,Nigdi,3.2,862,Low,,1781,23-02-2023,8457,629,1120249,,Yes,23
BIZ8080,BakersPoint Restaurant,Cafe,Aundh,4.9,472,Medium,46,,06-01-2023,9946,475,0,2.5,Yes,14
BIZ8081,BakersPoint Auto Repair,Cafe,Swargate,4.5,1335,Medium,37,,14-05-2024,7488,256,0,3.8,No,17
BIZ8082,SpiceHub Electronics,Restaurant,Yerwada,4.1,104,Medium,36,,24-08-2024,853,157,0,4.7,Yes,4
BIZ8083,Tandoor Trails Salon,Grocery,Viman Nagar,3.9,1308,Medium,,,13-07-2024,752,668,0,,No,4
BIZ8084,Kalyani Bakery,Grocery,Aundh,3.3,1386,High,37,1913,09-10-2024,4344,238,455294,4.2,No,25
BIZ8085,BakersPoint Bakery,Grocery,Camp,4.2,518,Low,29,734,06-04-2024,2738,177,129918,3.4,No,7
BIZ8086,GlowUp Auto Repair,Restaurant,Deccan,3.3,861,Low,49,1729,19-11-2023,6600,244,421876,4.9,Yes,22
BIZ8087,FreshMart Bakery,Salon,Baner,3.2,1492,High,30,,24-04-2024,3070,720,0,3.4,Yes,7
BIZ8088,FreshMart Electronics,Electronics,Kothrud,2.5,124,Medium,,1334,08-01-2023,634,606,808404,,Yes,18
BIZ8089,BakersPoint Clothing,Auto Repair,Koregaon Park,2.6,926,Low,,299,10-04-2024,7953,422,126178,,Yes,17
BIZ8090,SpiceHub Auto Repair,Bakery,Viman Nagar,4.5,112,High,,195,22-06-2023,4320,477,93015,,No,10
BIZ8091,FreshMart Grocery,Bakery,Magarpatta,2.5,281,Medium,25,1854,23-03-2024,3115,221,409734,2.9,Yes,12
BIZ8092,SmartBuy Clothing,Bakery,Pashan,4.2,1303,High,,1135,27-08-2024,5960,705,800175,,Yes,3
BIZ8093,Kalyani Electronics,Salon,Wakad,4.7,1376,Low,32,747,09-06-2024,7089,510,380970,3.2,No,16
BIZ8094,FixIt Grocery,Electronics,Sinhagad Road,3.9,924,Medium,,,20-04-2023,6486,423,0,,Yes,7
BIZ8095,GlowUp Clothing,Grocery,Nigdi,4.1,973,High,,,06-05-2024,3960,450,0,,Yes,14
BIZ8096,SmartBuy Clothing,Electronics,Hadapsar,4.4,1414,Medium,,1999,10-08-2024,3454,665,1329335,,No,8
BIZ8097,Tandoor Trails Grocery,Clothing,Sinhagad Road,2.9,894,Low,,,08-08-2023,4136,605,0,,Yes,3
BIZ8098,GlowUp Clothing,Clothing,Deccan,3.4,633,High,,,21-03-2024,6044,162,0,,No,15
BIZ8099,Durga Clothing,Grocery,Swargate,2.8,255,High,54,,29-04-2023,7222,348,0,4.6,Yes,16
BIZ8100,SmartBuy Restaurant,Bakery,Magarpatta,4.7,528,Low,33,,02-09-2023,7508,506,0,3.2,Yes,12
BIZ8101,BakersPoint Cafe,Clothing,Camp,4.3,176,Medium,49,,10-10-2023,6633,341,0,3.6,No,2
BIZ8102,SpiceHub Electronics,Grocery,Hadapsar,3.5,674,High,,1089,09-10-2024,7385,447,486783,,No,18
BIZ8103,GlowUp Auto Repair,Salon,Nigdi,3.9,97,Low,30,,19-07-2023,4397,297,0,4.8,No,8
BIZ8104,FreshMart Auto Repair,Cafe,Sinhagad Road,3.7,640,Medium,,1998,15-01-2023,9902,393,785214,,Yes,16
BIZ8105,BakersPoint Salon,Auto Repair,Swargate,4.8,1333,Low,21,1615,09-03-2024,718,544,878560,2.7,No,18
BIZ8106,SpiceHub Bakery,Auto Repair,Kharadi,2.9,832,High,,1060,05-04-2023,6715,397,420820,,No,12
BIZ8107,SmartBuy Auto Repair,Grocery,Nigdi,4.3,174,Low,42,,25-10-2024,8365,650,0,4.4,No,20
BIZ8108,FreshMart Electronics,Bakery,Sinhagad Road,4,1391,Low,53,,23-05-2024,4848,312,0,3.8,No,24
BIZ8109,GlowUp Clothing,Clothing,Camp,3.3,456,Low,31,,01-06-2023,6124,441,0,2.5,Yes,9
BIZ8110,FreshMart Salon,Salon,Camp,4.1,1343,Low,21,,03-04-2023,7549,297,0,2.3,No,23
BIZ8111,Kalyani Clothing,Cafe,Koregaon Park,3.6,388,Low,52,543,27-08-2023,2397,640,347520,3.2,No,7
BIZ8112,ChaiVilla Restaurant,Auto Repair,Swargate,4.1,944,Medium,23,,17-11-2023,6705,666,0,2.5,No,2
BIZ8113,FixIt Salon,Salon,Magarpatta,4,162,Medium,,,25-02-2024,9378,546,0,,Yes,20
BIZ8114,Kalyani Bakery,Bakery,Hadapsar,3.6,1159,High,,658,12-12-2024,1250,331,217798,,Yes,21
BIZ8115,FixIt Salon,Salon,Hinjewadi,4.5,205,Low,27,1114,21-01-2024,1048,331,368734,2.3,No,16
BIZ8116,SpiceHub Auto Repair,Clothing,Hadapsar,3.8,1226,High,,1254,13-12-2023,9246,645,808830,,No,19
BIZ8117,ChaiVilla Grocery,Cafe,Sinhagad Road,2.6,1217,Medium,,1350,20-11-2023,9010,754,1017900,,No,23
BIZ8118,FixIt Bakery,Auto Repair,Hadapsar,3,25,Medium,,1463,09-09-2023,4793,442,646646,,Yes,22
BIZ8119,Kalyani Grocery,Clothing,Deccan,3.8,319,Medium,,518,06-08-2023,9326,281,145558,,Yes,15
BIZ8120,ChaiVilla Cafe,Electronics,Shivaji Nagar,3.1,172,Medium,,1972,21-10-2023,7034,273,538356,,No,22
BIZ8121,GlowUp Restaurant,Bakery,Deccan,4,1308,Medium,55,,26-10-2024,1075,508,0,3,Yes,11
BIZ8122,Durga Bakery,Salon,Baner,4.9,1186,Low,,,24-01-2024,9186,512,0,,No,7
BIZ8123,SmartBuy Grocery,Bakery,Bibwewadi,3,1409,High,,,03-01-2023,404,584,0,,No,5
BIZ8124,SpiceHub Restaurant,Grocery,Bibwewadi,4.9,1360,Low,22,106,26-08-2024,4534,653,69218,3.5,Yes,8
BIZ8125,SmartBuy Electronics,Auto Repair,Kothrud,3,1226,Low,,,24-11-2023,9612,798,0,,No,11
BIZ8126,FreshMart Cafe,Salon,Sinhagad Road,2.7,829,High,,,04-03-2023,7045,628,0,,No,14
BIZ8127,FixIt Grocery,Grocery,Camp,4.7,1113,High,,1937,04-03-2023,4436,538,1042106,,No,21
BIZ8128,Tandoor Trails Auto Repair,Restaurant,Deccan,3.1,737,Medium,46,1234,25-07-2024,9697,661,815674,4.3,No,21
BIZ8129,BakersPoint Grocery,Clothing,Bibwewadi,2.9,493,High,,,13-05-2023,2765,666,0,,Yes,22
BIZ8130,BakersPoint Bakery,Clothing,Hinjewadi,3.2,637,High,,,15-04-2023,5874,575,0,,No,14
BIZ8131,Kalyani Bakery,Salon,Shivaji Nagar,5,379,High,,,08-06-2024,8088,779,0,,Yes,15
BIZ8132,Tandoor Trails Grocery,Salon,Shivaji Nagar,4.7,22,Low,36,,09-02-2023,8174,412,0,3.5,No,18
BIZ8133,FreshMart Electronics,Bakery,Yerwada,4.8,676,High,33,1008,30-04-2024,5057,179,180432,2.6,No,8
BIZ8134,BakersPoint Cafe,Clothing,Aundh,4,1033,Medium,,,12-04-2023,1308,286,0,,Yes,25
BIZ8135,Tandoor Trails Restaurant,Salon,Aundh,2.9,816,Medium,,783,01-08-2023,4515,319,249777,,Yes,3
BIZ8136,Tandoor Trails Bakery,Salon,Pashan,4.7,313,High,,1333,07-10-2023,4029,556,741148,,No,3
BIZ8137,ChaiVilla Cafe,Clothing,Camp,2.8,1444,High,,,07-01-2023,9071,516,0,,No,17
BIZ8138,FixIt Clothing,Bakery,Kharadi,2.7,44,Low,57,,25-11-2023,7573,353,0,4.1,No,12
BIZ8139,FreshMart Auto Repair,Grocery,Hinjewadi,4.6,48,High,52,1983,21-07-2023,4151,646,1281018,4.3,No,7
BIZ8140,SmartBuy Bakery,Auto Repair,Swargate,4.2,317,Low,51,,12-02-2024,3389,657,0,3,Yes,2
BIZ8141,Kalyani Cafe,Salon,Hinjewadi,4.5,58,Low,26,,31-07-2024,6347,405,0,3.2,Yes,18
BIZ8142,Durga Electronics,Salon,Swargate,2.9,601,Medium,53,,03-01-2024,3394,521,0,3.2,No,6
BIZ8143,BakersPoint Grocery,Electronics,Baner,4.6,453,High,,,01-11-2023,5295,287,0,,Yes,16
BIZ8144,Tandoor Trails Cafe,Auto Repair,Deccan,5,447,High,,1199,27-09-2023,1989,170,203830,,No,15
BIZ8145,GlowUp Bakery,Grocery,Koregaon Park,4.2,1173,Medium,48,,06-02-2024,4169,385,0,3.4,Yes,13
BIZ8146,Tandoor Trails Restaurant,Auto Repair,Karve Nagar,4.7,1398,High,,,14-12-2024,7568,534,0,,No,13
BIZ8147,SmartBuy Restaurant,Auto Repair,Magarpatta,3.3,227,Low,,429,13-05-2024,846,693,297297,,Yes,7
BIZ8148,SpiceHub Grocery,Bakery,Camp,2.9,567,Low,,272,22-10-2023,2417,528,143616,,No,19
BIZ8149,SmartBuy Restaurant,Restaurant,Aundh,3.3,182,High,,1036,04-04-2024,2797,611,632996,,Yes,10
BIZ8150,SmartBuy Cafe,Salon,Hadapsar,4.4,379,High,,514,29-05-2023,1127,556,285784,,Yes,10
BIZ8151,BakersPoint Electronics,Salon,Bibwewadi,4.7,457,Medium,,,14-05-2023,5725,174,0,,Yes,9
BIZ8152,Tandoor Trails Auto Repair,Clothing,Sinhagad Road,4.8,473,High,,444,04-10-2023,6986,594,263736,,Yes,14
BIZ8153,SmartBuy Clothing,Clothing,Swargate,4.1,147,Low,,800,17-08-2023,7979,357,285600,,Yes,19
BIZ8154,FixIt Restaurant,Electronics,Shivaji Nagar,4.1,619,Low,46,,10-09-2024,8765,529,0,2.4,Yes,10
BIZ8155,ChaiVilla Clothing,Cafe,Pashan,2.9,1100,Low,,1531,06-01-2024,1117,724,1108444,,No,6
BIZ8156,BakersPoint Restaurant,Cafe,Wakad,2.6,712,Low,31,1319,04-09-2023,8288,299,394381,2.3,No,17
BIZ8157,BakersPoint Bakery,Salon,Karve Nagar,4.1,1479,High,,158,14-10-2024,3409,576,91008,,Yes,23
BIZ8158,Tandoor Trails Salon,Electronics,Hinjewadi,4.9,791,Medium,46,,20-08-2024,8082,650,0,2.9,Yes,11
BIZ8159,BakersPoint Bakery,Bakery,Viman Nagar,4.6,570,High,,801,04-01-2024,868,763,611163,,Yes,16
BIZ8160,Kalyani Auto Repair,Clothing,Karve Nagar,3.6,1058,Medium,,1888,06-12-2024,7420,359,677792,,Yes,19
BIZ8161,BakersPoint Cafe,Auto Repair,Sinhagad Road,2.7,800,Low,,,15-12-2024,8420,789,0,,No,12
BIZ8162,Tandoor Trails Electronics,Salon,Wakad,4.5,1378,High,,1613,17-05-2023,6247,285,459705,,Yes,12
BIZ8163,ChaiVilla Auto Repair,Restaurant,Pashan,3,1263,Medium,,,24-08-2023,8647,498,0,,No,17
BIZ8164,FixIt Restaurant,Restaurant,Pashan,3.9,1444,High,,,09-03-2024,2331,461,0,,Yes,16
BIZ8165,Durga Salon,Salon,Yerwada,4.7,556,Medium,,1254,07-09-2023,4446,403,505362,,No,18
BIZ8166,SpiceHub Bakery,Auto Repair,Sinhagad Road,4.3,1299,High,,766,10-11-2024,5269,428,327848,,No,8
BIZ8167,SpiceHub Auto Repair,Bakery,Deccan,4.5,1424,Medium,,1056,25-08-2023,6061,659,695904,,No,24
BIZ8168,BakersPoint Electronics,Clothing,Wakad,4.7,1368,Low,34,,13-06-2024,1152,333,0,3.3,Yes,6
BIZ8169,Kalyani Grocery,Bakery,Pashan,3.8,1019,High,32,,16-08-2024,575,760,0,4.9,Yes,2
BIZ8170,SpiceHub Auto Repair,Salon,Viman Nagar,3,265,Medium,55,1895,31-12-2023,1495,252,477540,3.3,Yes,23
BIZ8171,Tandoor Trails Bakery,Auto Repair,Hinjewadi,4.4,961,Low,49,1952,22-09-2023,7340,284,554368,3.3,No,25
BIZ8172,BakersPoint Cafe,Restaurant,Hadapsar,3.5,712,High,,,06-07-2023,4733,546,0,,Yes,3
BIZ8173,BakersPoint Salon,Auto Repair,Kharadi,3.1,946,Low,49,275,28-01-2024,3047,551,151525,3.5,Yes,9
BIZ8174,GlowUp Salon,Auto Repair,Hadapsar,3.5,1384,High,45,1923,26-11-2023,1637,578,1111494,2.8,No,8
BIZ8175,BakersPoint Cafe,Bakery,Shivaji Nagar,4.7,43,High,40,1623,30-10-2023,9419,348,564804,3.5,No,6
BIZ8176,FixIt Electronics,Electronics,Viman Nagar,2.5,1395,Medium,,1627,23-10-2024,4292,394,641038,,No,7
BIZ8177,Kalyani Auto Repair,Clothing,Kothrud,4.2,837,Low,26,245,08-07-2023,3499,168,41160,4.3,No,13
BIZ8178,GlowUp Restaurant,Cafe,Pashan,4,672,High,49,821,06-12-2023,7791,557,457297,3.1,Yes,19
BIZ8179,Kalyani Auto Repair,Grocery,Bibwewadi,4.7,580,Low,,,09-03-2024,5076,542,0,,Yes,10
BIZ8180,GlowUp Salon,Grocery,Kothrud,3.8,271,High,24,711,26-04-2024,6113,487,346257,4.2,Yes,18
BIZ8181,BakersPoint Electronics,Electronics,Shivaji Nagar,4.7,456,High,30,1071,29-12-2023,5758,600,642600,3.2,No,15
BIZ8182,GlowUp Salon,Grocery,Shivaji Nagar,2.6,245,Medium,35,,01-05-2024,4353,529,0,2.8,No,18
BIZ8183,FreshMart Salon,Auto Repair,Aundh,3.7,291,High,,1024,18-11-2023,9503,152,155648,,No,15
BIZ8184,Durga Auto Repair,Cafe,Kharadi,2.9,802,Medium,,153,26-10-2023,7786,199,30447,,Yes,23
BIZ8185,BakersPoint Restaurant,Bakery,Camp,3.5,832,High,28,906,16-10-2023,3335,583,528198,4.5,Yes,11
BIZ8186,FreshMart Auto Repair,Clothing,Camp,3.9,500,Low,,104,14-11-2023,331,269,27976,,No,21
BIZ8187,FixIt Grocery,Grocery,Pashan,3.7,992,Low,,107,11-06-2024,3715,498,53286,,Yes,14
BIZ8188,GlowUp Bakery,Grocery,Koregaon Park,4.2,967,Low,,803,06-02-2023,5367,469,376607,,Yes,15
BIZ8189,SpiceHub Electronics,Auto Repair,Viman Nagar,3.2,89,High,29,,17-09-2024,1529,272,0,4.5,No,12
BIZ8190,Durga Cafe,Salon,Sinhagad Road,4.5,249,High,21,1827,10-08-2023,5121,627,1145529,2.8,Yes,20
BIZ8191,FixIt Clothing,Restaurant,Koregaon Park,3.6,1062,High,22,1093,29-04-2023,4813,728,795704,2.2,No,16
BIZ8192,Durga Electronics,Clothing,Shivaji Nagar,3.6,524,Low,,,15-01-2024,800,523,0,,No,21
BIZ8193,Tandoor Trails Grocery,Grocery,Kharadi,4.8,689,High,,,18-05-2024,4400,556,0,,No,19
BIZ8194,SpiceHub Clothing,Restaurant,Viman Nagar,3.9,457,Medium,54,,14-07-2023,5476,309,0,4,No,3
BIZ8195,SpiceHub Auto Repair,Clothing,Sinhagad Road,2.8,1210,Medium,54,818,10-03-2023,1631,263,215134,3.6,No,11
BIZ8196,FreshMart Grocery,Salon,Magarpatta,3,168,Medium,29,,26-05-2023,2310,277,0,3,No,2
BIZ8197,Tandoor Trails Electronics,Cafe,Aundh,2.7,152,High,,578,16-07-2024,8259,390,225420,,Yes,11
BIZ8198,SmartBuy Electronics,Restaurant,Camp,4.3,229,Low,50,,28-03-2023,5300,553,0,3.5,Yes,8
BIZ8199,GlowUp Electronics,Electronics,Swargate,2.8,358,High,,1819,28-04-2023,2409,737,1340603,,Yes,11
BIZ8200,FixIt Electronics,Restaurant,Pashan,4.2,13,High,,,22-01-2024,4137,341,0,,No,25
BIZ8201,BakersPoint Salon,Electronics,Yerwada,4.9,351,High,,,28-07-2023,9896,224,0,,Yes,4
BIZ8202,BakersPoint Electronics,Grocery,Shivaji Nagar,4.1,290,Medium,,,28-08-2023,3844,800,0,,Yes,10
BIZ8203,ChaiVilla Auto Repair,Restaurant,Shivaji Nagar,4.8,151,Medium,,966,02-12-2024,1518,199,192234,,No,23
BIZ8204,SmartBuy Grocery,Salon,Magarpatta,2.8,644,High,47,,19-03-2023,6764,786,0,3.6,Yes,9
BIZ8205,BakersPoint Salon,Clothing,Sinhagad Road,3.5,205,High,37,,21-12-2024,8174,773,0,2.3,Yes,5
BIZ8206,Durga Cafe,Restaurant,Camp,4.7,102,High,48,166,29-11-2023,5950,166,27556,4.1,No,11
BIZ8207,GlowUp Grocery,Bakery,Sinhagad Road,3.2,891,Low,,,14-07-2023,5076,573,0,,Yes,23
